Time,Hero0,Hero0Posx,Hero0Posy,Hero1,Hero1Posx,Hero1Posy,Hero2,Hero2Posx,Hero2Posy,Hero3,Hero3Posx,Hero3Posy,Hero4,Hero4Posx,Hero4Posy,Hero5,Hero5Posx,Hero5Posy,Hero6,Hero6Posx,Hero6Posy,Hero7,Hero7Posx,Hero7Posy,Hero8,Hero8Posx,Hero8Posy,Hero9,Hero9Posx,Hero9Posy
1852, DT_DOTA_Unit_Hero_Sniper,2999.0,4491.0,DT_DOTA_Unit_Hero_Axe,4054.0,3250.0,DT_DOTA_Unit_Hero_Omniknight,4802.0,2457.0,DT_DOTA_Unit_Hero_Earthshaker,4571.0,3058.0,DT_DOTA_Unit_Hero_Juggernaut,3722.0,13684.0,DT_DOTA_Unit_Hero_WitchDoctor,8894.0,7470.0,DT_DOTA_Unit_Hero_Broodmother,12926.0,3827.0,DT_DOTA_Unit_Hero_Slardar,10933.0,10793.0,DT_DOTA_Unit_Hero_VengefulSpirit,10623.0,7521.0,DT_DOTA_Unit_Hero_Nevermore,5343.0,12908.0,
1854, DT_DOTA_Unit_Hero_Sniper,3611.0,5050.0,DT_DOTA_Unit_Hero_Axe,4369.0,2725.0,DT_DOTA_Unit_Hero_Omniknight,5388.0,2151.0,DT_DOTA_Unit_Hero_Earthshaker,4999.0,2623.0,DT_DOTA_Unit_Hero_Juggernaut,3749.0,13818.0,DT_DOTA_Unit_Hero_WitchDoctor,8392.0,7783.0,DT_DOTA_Unit_Hero_Broodmother,12814.0,3745.0,DT_DOTA_Unit_Hero_Slardar,10825.0,9968.0,DT_DOTA_Unit_Hero_VengefulSpirit,10589.0,7504.0,DT_DOTA_Unit_Hero_Nevermore,4680.0,13167.0,
1855, DT_DOTA_Unit_Hero_Sniper,4043.0,5505.0,DT_DOTA_Unit_Hero_Axe,4760.0,2361.0,DT_DOTA_Unit_Hero_Omniknight,5880.0,1899.0,DT_DOTA_Unit_Hero_Earthshaker,5366.0,2265.0,DT_DOTA_Unit_Hero_Juggernaut,3883.0,13940.0,DT_DOTA_Unit_Hero_WitchDoctor,8010.0,8100.0,DT_DOTA_Unit_Hero_Broodmother,12791.0,3637.0,DT_DOTA_Unit_Hero_Slardar,10705.0,9270.0,DT_DOTA_Unit_Hero_VengefulSpirit,10117.0,7402.0,DT_DOTA_Unit_Hero_Nevermore,4141.0,13423.0,
1856, DT_DOTA_Unit_Hero_Sniper,4267.0,5867.0,DT_DOTA_Unit_Hero_Axe,5180.0,2155.0,DT_DOTA_Unit_Hero_Omniknight,6368.0,1781.0,DT_DOTA_Unit_Hero_Earthshaker,5737.0,2014.0,DT_DOTA_Unit_Hero_Juggernaut,3963.0,13962.0,DT_DOTA_Unit_Hero_WitchDoctor,7733.0,8454.0,DT_DOTA_Unit_Hero_Broodmother,12466.0,3264.0,DT_DOTA_Unit_Hero_Slardar,10542.0,8660.0,DT_DOTA_Unit_Hero_VengefulSpirit,9700.0,7268.0,DT_DOTA_Unit_Hero_Nevermore,3954.0,13903.0,
1857, DT_DOTA_Unit_Hero_Sniper,4349.0,6011.0,DT_DOTA_Unit_Hero_Axe,5579.0,2077.0,DT_DOTA_Unit_Hero_Omniknight,6766.0,1670.0,DT_DOTA_Unit_Hero_Earthshaker,6127.0,2033.0,DT_DOTA_Unit_Hero_Juggernaut,3917.0,13965.0,DT_DOTA_Unit_Hero_WitchDoctor,7532.0,8776.0,DT_DOTA_Unit_Hero_Broodmother,12243.0,3147.0,DT_DOTA_Unit_Hero_Slardar,10358.0,8153.0,DT_DOTA_Unit_Hero_VengefulSpirit,9348.0,7155.0,DT_DOTA_Unit_Hero_Nevermore,3954.0,13903.0,
1858, DT_DOTA_Unit_Hero_Sniper,4430.0,6092.0,DT_DOTA_Unit_Hero_Axe,6032.0,2020.0,DT_DOTA_Unit_Hero_Omniknight,7072.0,1939.0,DT_DOTA_Unit_Hero_Earthshaker,6564.0,2079.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,7343.0,9159.0,DT_DOTA_Unit_Hero_Broodmother,12081.0,3090.0,DT_DOTA_Unit_Hero_Slardar,10112.0,7598.0,DT_DOTA_Unit_Hero_VengefulSpirit,9249.0,7154.0,DT_DOTA_Unit_Hero_Nevermore,3850.0,13980.0,
1860, DT_DOTA_Unit_Hero_Sniper,4704.0,6340.0,DT_DOTA_Unit_Hero_Axe,6539.0,2059.0,DT_DOTA_Unit_Hero_Omniknight,7226.0,2437.0,DT_DOTA_Unit_Hero_Earthshaker,6670.0,1754.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,7146.0,9591.0,DT_DOTA_Unit_Hero_Broodmother,12257.0,2944.0,DT_DOTA_Unit_Hero_Slardar,9760.0,7038.0,DT_DOTA_Unit_Hero_VengefulSpirit,9594.0,7200.0,DT_DOTA_Unit_Hero_Nevermore,3695.0,14085.0,
1861, DT_DOTA_Unit_Hero_Sniper,4816.0,6432.0,DT_DOTA_Unit_Hero_Axe,7032.0,2168.0,DT_DOTA_Unit_Hero_Omniknight,7530.0,2869.0,DT_DOTA_Unit_Hero_Earthshaker,7047.0,1627.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6953.0,10025.0,DT_DOTA_Unit_Hero_Broodmother,12307.0,2711.0,DT_DOTA_Unit_Hero_Slardar,9870.0,6462.0,DT_DOTA_Unit_Hero_VengefulSpirit,10033.0,7331.0,DT_DOTA_Unit_Hero_Nevermore,3283.0,14000.0,
1863, DT_DOTA_Unit_Hero_Sniper,4971.0,6433.0,DT_DOTA_Unit_Hero_Axe,7540.0,2378.0,DT_DOTA_Unit_Hero_Omniknight,7647.0,3208.0,DT_DOTA_Unit_Hero_Earthshaker,7570.0,1542.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6741.0,10503.0,DT_DOTA_Unit_Hero_Broodmother,12374.0,2624.0,DT_DOTA_Unit_Hero_Slardar,10075.0,5990.0,DT_DOTA_Unit_Hero_VengefulSpirit,10482.0,7438.0,DT_DOTA_Unit_Hero_Nevermore,3144.0,14005.0,
1864, DT_DOTA_Unit_Hero_Sniper,5172.0,6218.0,DT_DOTA_Unit_Hero_Axe,7876.0,2278.0,DT_DOTA_Unit_Hero_Omniknight,7636.0,2914.0,DT_DOTA_Unit_Hero_Earthshaker,8046.0,1603.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6539.0,10923.0,DT_DOTA_Unit_Hero_Broodmother,12374.0,2624.0,DT_DOTA_Unit_Hero_Slardar,9998.0,5767.0,DT_DOTA_Unit_Hero_VengefulSpirit,10822.0,7499.0,DT_DOTA_Unit_Hero_Nevermore,3546.0,13783.0,
1865, DT_DOTA_Unit_Hero_Sniper,5514.0,5933.0,DT_DOTA_Unit_Hero_Axe,8138.0,1954.0,DT_DOTA_Unit_Hero_Omniknight,7826.0,3056.0,DT_DOTA_Unit_Hero_Earthshaker,8501.0,1692.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6073.0,11079.0,DT_DOTA_Unit_Hero_Broodmother,12374.0,2624.0,DT_DOTA_Unit_Hero_Slardar,9896.0,6241.0,DT_DOTA_Unit_Hero_VengefulSpirit,10609.0,7451.0,DT_DOTA_Unit_Hero_Nevermore,3838.0,13402.0,
1867, DT_DOTA_Unit_Hero_Sniper,5663.0,5558.0,DT_DOTA_Unit_Hero_Axe,8595.0,1951.0,DT_DOTA_Unit_Hero_Omniknight,8159.0,3220.0,DT_DOTA_Unit_Hero_Earthshaker,8940.0,1708.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5813.0,11100.0,DT_DOTA_Unit_Hero_Broodmother,12374.0,2624.0,DT_DOTA_Unit_Hero_Slardar,10846.0,7451.0,DT_DOTA_Unit_Hero_VengefulSpirit,10482.0,7458.0,DT_DOTA_Unit_Hero_Nevermore,3897.0,13234.0,
1868, DT_DOTA_Unit_Hero_Sniper,5786.0,5095.0,DT_DOTA_Unit_Hero_Axe,9101.0,1969.0,DT_DOTA_Unit_Hero_Omniknight,8484.0,3065.0,DT_DOTA_Unit_Hero_Earthshaker,9428.0,1732.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5617.0,11150.0,DT_DOTA_Unit_Hero_Broodmother,12321.0,2701.0,DT_DOTA_Unit_Hero_Slardar,10998.0,7512.0,DT_DOTA_Unit_Hero_VengefulSpirit,10640.0,7497.0,DT_DOTA_Unit_Hero_Nevermore,3903.0,13139.0,
1869, DT_DOTA_Unit_Hero_Sniper,5826.0,4596.0,DT_DOTA_Unit_Hero_Axe,9604.0,2034.0,DT_DOTA_Unit_Hero_Omniknight,8840.0,2675.0,DT_DOTA_Unit_Hero_Earthshaker,9867.0,1642.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5479.0,11219.0,DT_DOTA_Unit_Hero_Broodmother,11349.0,3694.0,DT_DOTA_Unit_Hero_Slardar,10998.0,7512.0,DT_DOTA_Unit_Hero_VengefulSpirit,10708.0,7511.0,DT_DOTA_Unit_Hero_Nevermore,3597.0,12982.0,
1870, DT_DOTA_Unit_Hero_Sniper,5809.0,4372.0,DT_DOTA_Unit_Hero_Axe,9714.0,1975.0,DT_DOTA_Unit_Hero_Omniknight,9056.0,2461.0,DT_DOTA_Unit_Hero_Earthshaker,9883.0,1550.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5459.0,11312.0,DT_DOTA_Unit_Hero_Broodmother,10834.0,4054.0,DT_DOTA_Unit_Hero_Slardar,10998.0,7512.0,DT_DOTA_Unit_Hero_VengefulSpirit,10798.0,7529.0,DT_DOTA_Unit_Hero_Nevermore,3251.0,12731.0,
1872, DT_DOTA_Unit_Hero_Sniper,5808.0,4359.0,DT_DOTA_Unit_Hero_Axe,9383.0,1758.0,DT_DOTA_Unit_Hero_Omniknight,9056.0,2699.0,DT_DOTA_Unit_Hero_Earthshaker,9766.0,1510.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5467.0,11253.0,DT_DOTA_Unit_Hero_Broodmother,10372.0,4363.0,DT_DOTA_Unit_Hero_Slardar,10978.0,7470.0,DT_DOTA_Unit_Hero_VengefulSpirit,10740.0,7586.0,DT_DOTA_Unit_Hero_Nevermore,3026.0,12432.0,
1873, DT_DOTA_Unit_Hero_Sniper,5808.0,4359.0,DT_DOTA_Unit_Hero_Axe,8926.0,1859.0,DT_DOTA_Unit_Hero_Omniknight,8761.0,2873.0,DT_DOTA_Unit_Hero_Earthshaker,9823.0,1521.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5459.0,11251.0,DT_DOTA_Unit_Hero_Broodmother,10206.0,4423.0,DT_DOTA_Unit_Hero_Slardar,10931.0,7437.0,DT_DOTA_Unit_Hero_VengefulSpirit,10740.0,7586.0,DT_DOTA_Unit_Hero_Nevermore,2846.0,12158.0,
1874, DT_DOTA_Unit_Hero_Sniper,5824.0,4431.0,DT_DOTA_Unit_Hero_Axe,8521.0,1941.0,DT_DOTA_Unit_Hero_Omniknight,8622.0,3220.0,DT_DOTA_Unit_Hero_Earthshaker,9536.0,1743.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5346.0,11602.0,DT_DOTA_Unit_Hero_Broodmother,9797.0,4371.0,DT_DOTA_Unit_Hero_Slardar,10713.0,7370.0,DT_DOTA_Unit_Hero_VengefulSpirit,10593.0,7678.0,DT_DOTA_Unit_Hero_Nevermore,2820.0,12118.0,
1875, DT_DOTA_Unit_Hero_Sniper,5958.0,5065.0,DT_DOTA_Unit_Hero_Axe,8544.0,2447.0,DT_DOTA_Unit_Hero_Omniknight,8477.0,3424.0,DT_DOTA_Unit_Hero_Earthshaker,9139.0,1988.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4946.0,11806.0,DT_DOTA_Unit_Hero_Broodmother,9578.0,4931.0,DT_DOTA_Unit_Hero_Slardar,10053.0,7231.0,DT_DOTA_Unit_Hero_VengefulSpirit,10407.0,7770.0,DT_DOTA_Unit_Hero_Nevermore,2773.0,12050.0,
1877, DT_DOTA_Unit_Hero_Sniper,6362.0,5338.0,DT_DOTA_Unit_Hero_Axe,8500.0,2916.0,DT_DOTA_Unit_Hero_Omniknight,8704.0,3645.0,DT_DOTA_Unit_Hero_Earthshaker,9029.0,2422.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4521.0,11942.0,DT_DOTA_Unit_Hero_Broodmother,9511.0,5359.0,DT_DOTA_Unit_Hero_Slardar,9762.0,6785.0,DT_DOTA_Unit_Hero_VengefulSpirit,10064.0,7513.0,DT_DOTA_Unit_Hero_Nevermore,2672.0,11967.0,
1878, DT_DOTA_Unit_Hero_Sniper,6917.0,5515.0,DT_DOTA_Unit_Hero_Axe,8716.0,2723.0,DT_DOTA_Unit_Hero_Omniknight,8736.0,3669.0,DT_DOTA_Unit_Hero_Earthshaker,8757.0,2682.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4057.0,12022.0,DT_DOTA_Unit_Hero_Broodmother,9538.0,5810.0,DT_DOTA_Unit_Hero_Slardar,9582.0,6140.0,DT_DOTA_Unit_Hero_VengefulSpirit,9664.0,7283.0,DT_DOTA_Unit_Hero_Nevermore,2431.0,12159.0,
1879, DT_DOTA_Unit_Hero_Sniper,7252.0,5530.0,DT_DOTA_Unit_Hero_Axe,9071.0,2439.0,DT_DOTA_Unit_Hero_Omniknight,9034.0,3473.0,DT_DOTA_Unit_Hero_Earthshaker,8321.0,2700.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3587.0,12191.0,DT_DOTA_Unit_Hero_Broodmother,9618.0,6286.0,DT_DOTA_Unit_Hero_Slardar,9399.0,5458.0,DT_DOTA_Unit_Hero_VengefulSpirit,9570.0,6977.0,DT_DOTA_Unit_Hero_Nevermore,2076.0,12497.0,
1881, DT_DOTA_Unit_Hero_Sniper,6650.0,5378.0,DT_DOTA_Unit_Hero_Axe,9296.0,2150.0,DT_DOTA_Unit_Hero_Omniknight,9244.0,3618.0,DT_DOTA_Unit_Hero_Earthshaker,7846.0,2604.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3113.0,12344.0,DT_DOTA_Unit_Hero_Broodmother,10093.0,7494.0,DT_DOTA_Unit_Hero_Slardar,9432.0,4752.0,DT_DOTA_Unit_Hero_VengefulSpirit,9745.0,6603.0,DT_DOTA_Unit_Hero_Nevermore,1750.0,12816.0,
1882, DT_DOTA_Unit_Hero_Sniper,6624.0,5440.0,DT_DOTA_Unit_Hero_Axe,8918.0,2010.0,DT_DOTA_Unit_Hero_Omniknight,9398.0,3334.0,DT_DOTA_Unit_Hero_Earthshaker,7858.0,2607.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2623.0,12287.0,DT_DOTA_Unit_Hero_Broodmother,10225.0,7959.0,DT_DOTA_Unit_Hero_Slardar,9331.0,4064.0,DT_DOTA_Unit_Hero_VengefulSpirit,9687.0,6107.0,DT_DOTA_Unit_Hero_Nevermore,1453.0,13177.0,
1884, DT_DOTA_Unit_Hero_Sniper,6371.0,5305.0,DT_DOTA_Unit_Hero_Axe,8357.0,1862.0,DT_DOTA_Unit_Hero_Omniknight,9263.0,3080.0,DT_DOTA_Unit_Hero_Earthshaker,8000.0,2641.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2156.0,12050.0,DT_DOTA_Unit_Hero_Broodmother,10080.0,7525.0,DT_DOTA_Unit_Hero_Slardar,8906.0,3417.0,DT_DOTA_Unit_Hero_VengefulSpirit,9357.0,5587.0,DT_DOTA_Unit_Hero_Nevermore,1139.0,13079.0,
1885, DT_DOTA_Unit_Hero_Sniper,5831.0,5191.0,DT_DOTA_Unit_Hero_Axe,8008.0,1891.0,DT_DOTA_Unit_Hero_Omniknight,8703.0,2790.0,DT_DOTA_Unit_Hero_Earthshaker,7660.0,2641.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2071.0,12035.0,DT_DOTA_Unit_Hero_Broodmother,9769.0,7066.0,DT_DOTA_Unit_Hero_Slardar,8733.0,3190.0,DT_DOTA_Unit_Hero_VengefulSpirit,9357.0,5491.0,DT_DOTA_Unit_Hero_Nevermore,1075.0,12778.0,
1887, DT_DOTA_Unit_Hero_Sniper,5382.0,5054.0,DT_DOTA_Unit_Hero_Axe,8117.0,2300.0,DT_DOTA_Unit_Hero_Omniknight,8681.0,2775.0,DT_DOTA_Unit_Hero_Earthshaker,7225.0,2497.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2124.0,12306.0,DT_DOTA_Unit_Hero_Broodmother,9710.0,7190.0,DT_DOTA_Unit_Hero_Slardar,8664.0,3176.0,DT_DOTA_Unit_Hero_VengefulSpirit,9383.0,5061.0,DT_DOTA_Unit_Hero_Nevermore,1042.0,12615.0,
1888, DT_DOTA_Unit_Hero_Sniper,5071.0,4749.0,DT_DOTA_Unit_Hero_Axe,8166.0,2493.0,DT_DOTA_Unit_Hero_Omniknight,8681.0,2775.0,DT_DOTA_Unit_Hero_Earthshaker,6800.0,2309.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2115.0,12260.0,DT_DOTA_Unit_Hero_Broodmother,10037.0,7482.0,DT_DOTA_Unit_Hero_Slardar,8691.0,2828.0,DT_DOTA_Unit_Hero_VengefulSpirit,9435.0,4635.0,DT_DOTA_Unit_Hero_Nevermore,1022.0,12476.0,
1889, DT_DOTA_Unit_Hero_Sniper,4691.0,4770.0,DT_DOTA_Unit_Hero_Axe,7718.0,2407.0,DT_DOTA_Unit_Hero_Omniknight,51.0,1555.0,DT_DOTA_Unit_Hero_Earthshaker,6402.0,2144.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2115.0,12260.0,DT_DOTA_Unit_Hero_Broodmother,10256.0,7823.0,DT_DOTA_Unit_Hero_Slardar,8743.0,2874.0,DT_DOTA_Unit_Hero_VengefulSpirit,9330.0,4248.0,DT_DOTA_Unit_Hero_Nevermore,1055.0,12465.0,
1890, DT_DOTA_Unit_Hero_Sniper,4316.0,4935.0,DT_DOTA_Unit_Hero_Axe,6396.0,2027.0,DT_DOTA_Unit_Hero_Omniknight,416.0,1800.0,DT_DOTA_Unit_Hero_Earthshaker,5966.0,2089.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2248.0,12370.0,DT_DOTA_Unit_Hero_Broodmother,10443.0,8191.0,DT_DOTA_Unit_Hero_Slardar,9126.0,3053.0,DT_DOTA_Unit_Hero_VengefulSpirit,9217.0,3895.0,DT_DOTA_Unit_Hero_Nevermore,1014.0,12441.0,
1891, DT_DOTA_Unit_Hero_Sniper,4175.0,5306.0,DT_DOTA_Unit_Hero_Axe,6002.0,1971.0,DT_DOTA_Unit_Hero_Omniknight,426.0,1807.0,DT_DOTA_Unit_Hero_Earthshaker,5589.0,2085.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2136.0,12101.0,DT_DOTA_Unit_Hero_Broodmother,10559.0,8542.0,DT_DOTA_Unit_Hero_Slardar,9477.0,3131.0,DT_DOTA_Unit_Hero_VengefulSpirit,9290.0,3959.0,DT_DOTA_Unit_Hero_Nevermore,941.0,12402.0,
1892, DT_DOTA_Unit_Hero_Sniper,4073.0,5715.0,DT_DOTA_Unit_Hero_Axe,5615.0,2020.0,DT_DOTA_Unit_Hero_Omniknight,709.0,1998.0,DT_DOTA_Unit_Hero_Earthshaker,5255.0,2289.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2064.0,11880.0,DT_DOTA_Unit_Hero_Broodmother,10669.0,8894.0,DT_DOTA_Unit_Hero_Slardar,9843.0,3210.0,DT_DOTA_Unit_Hero_VengefulSpirit,9427.0,3858.0,DT_DOTA_Unit_Hero_Nevermore,764.0,12287.0,
1894, DT_DOTA_Unit_Hero_Sniper,3981.0,6181.0,DT_DOTA_Unit_Hero_Axe,5288.0,2334.0,DT_DOTA_Unit_Hero_Omniknight,1136.0,1981.0,DT_DOTA_Unit_Hero_Earthshaker,4889.0,2532.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2356.0,12157.0,DT_DOTA_Unit_Hero_Broodmother,10924.0,10217.0,DT_DOTA_Unit_Hero_Slardar,10171.0,3377.0,DT_DOTA_Unit_Hero_VengefulSpirit,9253.0,3499.0,DT_DOTA_Unit_Hero_Nevermore,619.0,12106.0,
1895, DT_DOTA_Unit_Hero_Sniper,3943.0,6626.0,DT_DOTA_Unit_Hero_Axe,4990.0,2646.0,DT_DOTA_Unit_Hero_Omniknight,1547.0,1927.0,DT_DOTA_Unit_Hero_Earthshaker,4610.0,2833.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,2723.0,12308.0,DT_DOTA_Unit_Hero_Broodmother,11038.0,10591.0,DT_DOTA_Unit_Hero_Slardar,10488.0,3137.0,DT_DOTA_Unit_Hero_VengefulSpirit,9472.0,3237.0,DT_DOTA_Unit_Hero_Nevermore,626.0,11959.0,
1896, DT_DOTA_Unit_Hero_Sniper,4013.0,6984.0,DT_DOTA_Unit_Hero_Axe,4813.0,2830.0,DT_DOTA_Unit_Hero_Omniknight,1955.0,1909.0,DT_DOTA_Unit_Hero_Earthshaker,4396.0,3186.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3127.0,12315.0,DT_DOTA_Unit_Hero_Broodmother,11142.0,10969.0,DT_DOTA_Unit_Hero_Slardar,10858.0,3269.0,DT_DOTA_Unit_Hero_VengefulSpirit,9811.0,3040.0,DT_DOTA_Unit_Hero_Nevermore,627.0,11556.0,
1897, DT_DOTA_Unit_Hero_Sniper,3739.0,7223.0,DT_DOTA_Unit_Hero_Axe,4813.0,2830.0,DT_DOTA_Unit_Hero_Omniknight,2343.0,1952.0,DT_DOTA_Unit_Hero_Earthshaker,4337.0,3567.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3272.0,12343.0,DT_DOTA_Unit_Hero_Broodmother,11248.0,11311.0,DT_DOTA_Unit_Hero_Slardar,11182.0,3429.0,DT_DOTA_Unit_Hero_VengefulSpirit,9789.0,3044.0,DT_DOTA_Unit_Hero_Nevermore,561.0,11432.0,
1898, DT_DOTA_Unit_Hero_Sniper,3488.0,7415.0,DT_DOTA_Unit_Hero_Axe,4813.0,2830.0,DT_DOTA_Unit_Hero_Omniknight,2731.0,1995.0,DT_DOTA_Unit_Hero_Earthshaker,4328.0,3958.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3251.0,12356.0,DT_DOTA_Unit_Hero_Broodmother,11538.0,11539.0,DT_DOTA_Unit_Hero_Slardar,11418.0,3679.0,DT_DOTA_Unit_Hero_VengefulSpirit,10020.0,2971.0,DT_DOTA_Unit_Hero_Nevermore,593.0,11602.0,
1899, DT_DOTA_Unit_Hero_Sniper,3165.0,7660.0,DT_DOTA_Unit_Hero_Axe,589.0,5742.0,DT_DOTA_Unit_Hero_Omniknight,2720.0,2309.0,DT_DOTA_Unit_Hero_Earthshaker,4220.0,5350.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3251.0,12363.0,DT_DOTA_Unit_Hero_Broodmother,11899.0,11788.0,DT_DOTA_Unit_Hero_Slardar,11362.0,4110.0,DT_DOTA_Unit_Hero_VengefulSpirit,10438.0,2838.0,DT_DOTA_Unit_Hero_Nevermore,662.0,11426.0,
1901, DT_DOTA_Unit_Hero_Sniper,2789.0,7901.0,DT_DOTA_Unit_Hero_Axe,594.0,6276.0,DT_DOTA_Unit_Hero_Omniknight,2447.0,2739.0,DT_DOTA_Unit_Hero_Earthshaker,4143.0,5853.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,3709.0,12175.0,DT_DOTA_Unit_Hero_Broodmother,12218.0,12136.0,DT_DOTA_Unit_Hero_Slardar,10966.0,4281.0,DT_DOTA_Unit_Hero_VengefulSpirit,10495.0,2790.0,DT_DOTA_Unit_Hero_Nevermore,1072.0,11587.0,
1902, DT_DOTA_Unit_Hero_Sniper,2575.0,8283.0,DT_DOTA_Unit_Hero_Axe,536.0,6768.0,DT_DOTA_Unit_Hero_Omniknight,2090.0,3092.0,DT_DOTA_Unit_Hero_Earthshaker,4002.0,6312.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4165.0,12043.0,DT_DOTA_Unit_Hero_Broodmother,12550.0,12457.0,DT_DOTA_Unit_Hero_Slardar,10419.0,4468.0,DT_DOTA_Unit_Hero_VengefulSpirit,10715.0,2510.0,DT_DOTA_Unit_Hero_Nevermore,1178.0,11642.0,
1904, DT_DOTA_Unit_Hero_Sniper,2078.0,8591.0,DT_DOTA_Unit_Hero_Axe,525.0,7324.0,DT_DOTA_Unit_Hero_Omniknight,1707.0,3516.0,DT_DOTA_Unit_Hero_Earthshaker,3870.0,6831.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4670.0,11916.0,DT_DOTA_Unit_Hero_Broodmother,12915.0,12810.0,DT_DOTA_Unit_Hero_Slardar,9705.0,4504.0,DT_DOTA_Unit_Hero_VengefulSpirit,10720.0,2605.0,DT_DOTA_Unit_Hero_Nevermore,1178.0,11642.0,
1905, DT_DOTA_Unit_Hero_Sniper,1502.0,9066.0,DT_DOTA_Unit_Hero_Axe,594.0,7645.0,DT_DOTA_Unit_Hero_Omniknight,1375.0,3993.0,DT_DOTA_Unit_Hero_Earthshaker,3662.0,7310.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5158.0,11744.0,DT_DOTA_Unit_Hero_Broodmother,13178.0,13218.0,DT_DOTA_Unit_Hero_Slardar,9502.0,5200.0,DT_DOTA_Unit_Hero_VengefulSpirit,10947.0,3108.0,DT_DOTA_Unit_Hero_Nevermore,8942.0,9845.0,
